student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
138,12.7,78.3,10.0,78.7,3
139,20.7,100.0,6.1,100.0,4
140,6.4,84.1,4.8,54.8,1
141,16.6,70.8,7.0,95.0,4
142,24.1,86.1,4.2,100.0,4
143,3.7,71.7,1.2,58.2,2
144,16.3,100.0,5.7,87.9,4
145,16.8,100.0,7.8,86.2,4
146,20.5,94.3,9.7,86.1,4
147,6.3,89.3,5.6,58.9,2
148,5.8,69.8,9.7,62.3,2
149,18.7,92.8,10.0,100.0,4
150,17.1,82.5,5.8,83.5,3
151,16.8,74.8,6.2,90.2,4
152,17.4,70.0,8.4,94.4,4
153,10.2,88.5,7.7,85.4,4
154,16.6,81.2,4.8,100.0,4
155,17.1,76.4,3.3,100.0,4
156,10.0,90.3,5.5,92.4,4
157,28.1,100.0,5.5,100.0,4
158,18.3,97.0,6.1,79.6,3
159,6.7,89.3,4.4,54.8,1
160,19.6,78.5,10.0,93.2,4
161,8.2,93.6,6.8,72.0,3
162,20.5,96.7,5.5,95.8,4
163,23.1,93.9,2.1,100.0,4
164,9.3,97.0,4.9,75.8,3
165,21.7,74.0,4.6,97.4,4
166,17.9,78.1,6.8,100.0,4
167,20.8,77.4,3.9,100.0,4
168,28.3,87.7,3.9,100.0,4
169,13.3,83.4,7.8,72.2,3
170,9.7,80.5,9.9,72.9,3
171,8.8,95.0,7.2,63.2,2
172,9.3,88.5,8.7,66.2,2
173,14.5,79.3,8.1,75.6,3
174,17.4,93.7,6.9,100.0,4
175,16.9,84.0,4.5,75.5,3
176,20.8,82.0,7.2,89.5,4
177,15.1,63.3,4.8,89.2,4
178,25.2,88.0,6.0,100.0,4
179,13.1,79.1,4.8,92.9,4
180,34.0,100.0,0.6,100.0,4
181,19.4,94.8,7.4,100.0,4
182,9.0,97.2,4.7,84.7,3
183,7.5,85.6,8.2,80.1,3
184,18.4,100.0,9.4,100.0,4
185,13.4,100.0,6.4,75.9,3
186,20.0,84.5,3.8,100.0,4
187,18.3,89.6,6.7,96.5,4
188,14.5,81.9,1.8,97.2,4
189,9.1,85.6,5.6,58.2,2
190,4.4,86.9,6.1,52.2,1
191,11.9,92.4,9.6,70.1,3
192,21.0,79.3,6.2,100.0,4
193,16.5,100.0,6.9,89.0,4
194,6.3,75.7,4.1,44.1,1
195,16.2,81.8,4.7,80.5,3
196,17.7,89.0,4.9,92.5,4
197,8.8,93.2,4.6,65.4,2
198,16.1,82.7,6.2,93.9,4
199,15.4,68.2,9.3,99.8,4
200,7.0,78.7,5.2,53.2,1
201,17.5,96.8,8.7,85.9,4
202,18.9,82.4,5.8,100.0,4
203,22.6,80.2,5.0,100.0,4
204,22.4,77.5,5.1,99.4,4
205,5.4,78.4,6.4,63.0,2
206,8.4,87.1,8.2,70.2,3
207,18.6,98.2,1.0,90.5,4
208,18.6,93.9,2.5,83.7,3
209,18.6,89.0,2.7,98.1,4
210,40.0,68.1,6.7,100.0,4
211,19.0,88.0,7.3,95.5,4
212,22.9,79.5,5.2,100.0,4
213,21.7,98.3,7.1,100.0,4
214,19.6,82.6,8.7,90.2,4
215,12.8,89.1,2.9,87.9,4
216,20.3,81.4,7.1,100.0,4
217,9.6,82.6,6.0,83.0,3
218,13.3,80.9,4.6,97.4,4
219,11.6,71.3,1.9,70.6,3
220,15.6,85.3,7.6,83.7,3
221,31.2,95.1,2.1,100.0,4
222,1.9,78.8,10.0,46.4,1
223,19.8,83.0,4.6,100.0,4
224,3.7,100.0,5.0,63.1,2
225,11.7,90.1,9.4,87.4,4
226,22.6,73.5,4.8,100.0,4
227,15.4,97.2,8.9,65.7,2
228,7.5,76.3,6.5,54.2,1
229,10.0,65.7,10.0,69.5,2
230,19.8,84.4,7.6,100.0,4
231,9.9,94.1,4.5,79.0,3
232,16.5,99.4,6.7,100.0,4
233,15.3,76.5,6.7,81.5,3
234,10.4,95.9,6.3,85.8,4
235,30.0,81.2,8.1,100.0,4
236,19.4,83.3,1.8,100.0,4
237,0.8,91.0,4.2,53.0,1
238,16.3,70.2,7.5,96.0,4
239,10.4,85.9,4.1,81.2,3
240,21.0,96.9,8.9,100.0,4
241,9.5,81.8,4.9,55.0,2
242,14.2,87.3,7.1,81.5,3
243,18.5,86.9,4.7,72.7,3
244,21.1,88.6,8.5,100.0,4
245,6.6,96.5,6.5,55.6,2
246,12.7,77.4,10.0,91.1,4
247,11.7,89.4,3.1,80.0,3
248,10.4,79.9,1.6,71.4,3
249,27.4,97.6,6.7,100.0,4
250,17.8,78.1,8.5,89.5,4
251,6.2,83.9,3.5,74.7,3
252,21.4,88.4,6.7,100.0,4
253,29.9,90.6,4.3,100.0,4
254,22.2,90.5,6.7,94.1,4
255,4.4,83.1,6.5,38.9,0
256,11.6,81.8,6.0,69.5,2
257,23.9,68.3,7.0,100.0,4
258,10.0,85.0,4.7,60.4,2
259,18.1,74.1,3.5,98.1,4
260,20.4,85.1,2.2,100.0,4
261,8.5,78.2,7.0,77.7,3
262,14.6,66.7,1.1,81.2,3
263,0.0,100.0,6.6,57.8,2
264,7.8,76.7,5.5,63.8,2
265,13.2,74.0,4.4,69.4,2
266,6.3,89.9,8.8,68.7,2
267,26.4,74.0,9.4,100.0,4
268,5.0,83.2,5.5,57.2,2
269,11.9,75.7,3.4,69.3,2
270,15.9,79.9,1.7,83.5,3
271,25.1,83.8,5.4,100.0,4
272,4.9,91.8,6.2,69.7,2
273,23.1,96.6,8.9,100.0,4
274,15.1,72.9,2.0,90.1,4
275,8.1,81.6,3.9,78.1,3
276,18.2,72.6,7.1,100.0,4
277,16.4,82.9,5.9,76.2,3
278,10.8,77.5,8.7,69.6,2
279,15.5,74.9,6.2,77.6,3
280,12.3,74.2,6.9,82.4,3
281,15.8,74.8,8.9,89.1,4
282,19.6,88.3,6.5,100.0,4
283,26.1,100.0,3.9,100.0,4
284,6.3,76.6,4.1,43.9,1
285,29.9,81.2,5.6,100.0,4
286,1.3,82.9,5.5,54.5,1
287,13.9,88.5,8.0,62.1,2
288,19.1,80.3,4.9,100.0,4
289,17.0,92.4,5.7,85.6,4
290,10.6,83.8,4.4,80.8,3
291,13.5,92.2,7.4,92.4,4
292,11.5,89.6,6.3,71.6,3
293,10.9,88.2,5.2,74.5,3
294,20.9,76.2,8.1,87.5,4
295,17.5,92.0,7.0,89.9,4
296,10.1,90.0,3.0,80.4,3
297,21.3,100.0,6.9,94.9,4
298,17.2,77.6,6.7,92.6,4
299,20.7,84.6,10.0,95.8,4
300,19.4,93.6,6.2,100.0,4
301,9.2,89.2,3.9,62.9,2
302,11.1,90.4,5.9,81.1,3
303,20.2,70.6,4.7,100.0,4
304,19.3,91.1,5.8,100.0,4
305,14.9,97.7,6.0,87.6,4
306,15.8,73.4,8.9,88.1,4
307,23.9,86.1,4.9,100.0,4
308,10.9,80.5,5.7,77.1,3
309,18.8,87.2,4.2,80.0,3
310,13.6,97.7,3.5,100.0,4
311,13.5,73.9,8.6,90.6,4
312,22.7,85.4,9.2,95.9,4
313,20.8,84.2,7.3,99.6,4
314,20.7,88.8,3.8,100.0,4
315,24.1,80.4,4.9,100.0,4
316,15.1,100.0,1.8,82.2,3
317,19.8,73.4,2.8,100.0,4
318,12.8,97.7,8.1,79.8,3
319,17.3,85.2,6.6,94.6,4
320,14.1,73.8,5.2,84.1,3
321,15.7,85.1,7.4,85.3,4
322,19.2,74.7,6.4,87.2,4
323,9.3,70.9,6.1,80.3,3
324,29.6,100.0,6.1,100.0,4
325,8.0,90.2,4.8,71.6,3
326,6.5,86.0,8.6,75.5,3
327,23.1,81.6,3.7,98.6,4
328,20.5,93.7,8.2,100.0,4
329,19.4,87.7,5.8,100.0,4
330,19.4,80.3,5.4,97.9,4
331,14.9,100.0,10.0,90.5,4
332,8.7,87.3,4.5,41.3,1
333,15.5,75.8,7.2,93.3,4
334,10.3,78.2,10.0,81.3,3
335,21.8,88.8,7.0,100.0,4
336,14.0,98.7,6.6,97.8,4
337,9.2,88.3,8.0,56.7,2
338,12.8,94.1,7.1,81.2,3
339,17.9,78.4,5.8,99.9,4
340,11.1,88.1,7.4,94.6,4
341,9.2,83.7,2.4,72.9,3
342,16.7,74.9,5.1,80.6,3
343,16.7,94.9,10.0,97.0,4
344,11.5,78.1,5.8,89.4,4
345,11.7,97.9,8.2,79.7,3
346,16.6,100.0,4.3,100.0,4
347,4.9,91.0,6.0,59.0,2
348,5.1,79.5,7.9,56.9,2
349,10.0,72.0,6.4,79.9,3
350,13.5,80.0,4.4,91.5,4
351,17.2,85.4,4.9,100.0,4
352,25.3,85.3,7.6,100.0,4
353,21.0,73.6,6.7,87.3,4
354,13.9,65.4,3.9,87.4,4
355,14.9,87.1,6.9,88.3,4
356,8.0,94.8,6.2,68.8,2
357,14.9,90.4,7.2,94.7,4
358,13.0,92.5,7.8,76.4,3
359,17.3,90.4,6.4,100.0,4
360,9.2,82.3,6.9,72.1,3
361,18.6,100.0,4.6,83.7,3
362,25.7,65.4,6.7,100.0,4
363,14.2,88.1,6.0,85.1,4
364,17.8,82.1,3.7,89.5,4
365,19.8,80.0,1.9,95.4,4
366,12.2,97.8,3.5,82.5,3
367,16.6,89.5,7.2,77.5,3
368,15.1,99.6,5.6,89.9,4
369,15.7,91.3,3.1,93.3,4
370,9.6,94.4,7.5,80.0,3
371,15.2,88.4,5.7,96.4,4
372,18.5,97.3,6.4,95.0,4
373,25.2,100.0,6.9,100.0,4
374,21.7,97.8,1.2,100.0,4
375,30.1,99.7,6.6,100.0,4
376,9.6,89.8,3.2,82.4,3
377,21.1,80.3,7.5,92.2,4
378,16.3,94.9,6.0,100.0,4
379,30.3,64.4,4.1,100.0,4
380,9.3,81.7,3.8,60.4,2
381,9.1,68.2,2.6,76.5,3
382,10.8,87.0,6.3,88.7,4
383,0.1,100.0,9.0,33.8,0
384,11.3,76.4,6.7,67.3,2
385,9.7,96.9,10.0,87.6,4
386,16.1,76.0,9.5,92.1,4
387,17.4,76.8,6.7,85.4,4
388,28.1,77.2,7.5,100.0,4
389,21.7,85.5,5.8,100.0,4
390,11.0,70.7,5.4,97.6,4
391,8.7,84.9,4.2,54.1,1
392,18.4,92.8,4.6,85.8,4
393,5.8,88.0,4.8,63.1,2
394,27.8,80.3,9.5,100.0,4
395,23.3,90.6,6.3,100.0,4
396,11.7,92.7,7.5,89.6,4
397,3.0,86.6,6.5,58.6,2
398,24.5,85.5,8.1,100.0,4
399,14.2,100.0,7.2,81.5,3
400,23.7,87.9,6.6,100.0,4
401,3.8,85.8,4.7,67.2,2
402,10.8,88.7,4.5,67.8,2
403,15.0,91.7,4.4,87.4,4
404,15.3,82.9,9.9,90.2,4
405,11.8,73.2,2.7,64.9,2
406,19.4,67.1,6.5,88.6,4
407,7.5,87.5,7.6,81.3,3
408,14.0,76.5,5.4,88.5,4
409,15.8,90.0,4.9,85.6,4
410,18.6,87.8,4.1,91.5,4
411,20.0,83.3,6.5,100.0,4
412,7.1,83.1,8.3,66.4,2
413,4.3,77.5,5.9,54.3,1
414,23.9,70.1,7.7,100.0,4
415,17.3,91.6,5.5,89.6,4
416,9.8,94.2,5.6,89.2,4
417,25.9,79.2,5.7,100.0,4
418,15.8,90.1,5.7,96.3,4
419,23.3,66.9,4.6,100.0,4
420,15.5,98.2,4.7,90.5,4
421,29.4,91.3,7.9,100.0,4
422,27.3,83.0,5.4,100.0,4
423,13.3,75.8,8.7,71.4,3
424,21.8,100.0,7.1,89.8,4
425,19.5,91.0,7.2,81.8,3
426,24.6,93.6,4.9,100.0,4
427,8.2,85.1,9.9,74.1,3
428,19.8,100.0,4.9,100.0,4
429,22.4,82.9,4.4,96.4,4
430,2.7,88.0,5.1,47.0,1
431,6.7,90.2,4.2,46.4,1
432,0.7,89.0,6.8,54.4,1
433,13.1,93.6,5.3,76.0,3
434,20.0,80.1,2.2,97.8,4
435,25.5,95.1,6.7,100.0,4
436,15.5,91.8,4.9,92.8,4
437,26.4,90.4,6.3,100.0,4
438,5.3,97.0,3.7,78.9,3
439,3.1,78.2,3.8,74.0,3
440,14.6,81.0,5.5,75.3,3
441,17.7,90.2,6.1,88.4,4
442,14.8,95.8,7.9,81.0,3
443,0.5,89.4,8.9,45.8,1
444,14.4,97.7,6.4,80.3,3
445,5.9,89.5,8.3,69.6,2
446,19.7,81.0,7.8,98.2,4
447,17.6,84.0,5.5,100.0,4
448,8.4,95.8,6.2,89.5,4
449,11.4,95.8,7.2,66.9,2
450,7.6,61.6,8.4,80.3,3
451,14.6,92.6,2.8,67.3,2
452,21.7,80.6,8.4,100.0,4
453,8.1,99.4,4.8,78.7,3
454,18.5,94.1,8.1,86.2,4
455,11.3,92.8,7.5,71.9,3
456,9.4,88.3,6.6,49.3,1
457,14.3,83.4,5.0,93.4,4
458,7.8,89.2,6.4,55.0,2
459,11.1,76.4,4.3,79.6,3
460,6.6,99.9,4.2,51.9,1
461,28.8,70.1,3.9,100.0,4
462,15.2,100.0,3.5,94.0,4
463,10.1,100.0,4.9,96.2,4
464,16.5,78.7,5.9,77.5,3
465,14.2,81.9,6.0,85.2,4
466,13.5,96.6,4.9,99.2,4
467,19.3,72.7,7.2,92.8,4
468,20.3,89.4,4.9,100.0,4
469,11.3,97.7,5.0,72.3,3
470,11.0,96.7,7.0,65.7,2
471,13.1,82.8,8.9,66.0,2
472,0.0,97.2,3.9,60.0,2
473,4.4,88.1,4.5,63.6,2
474,24.6,98.7,5.5,100.0,4
475,26.5,77.8,6.3,100.0,4
476,13.3,79.0,8.2,82.1,3
477,19.0,94.1,6.1,83.4,3
478,17.2,98.3,5.3,97.2,4
479,36.6,77.7,5.2,100.0,4
480,22.8,89.4,5.0,100.0,4
481,14.1,80.7,6.2,80.2,3
482,8.3,78.0,5.5,78.5,3
483,3.8,88.3,6.5,67.7,2
484,16.4,84.5,3.7,75.5,3
485,9.7,79.7,4.8,74.0,3
486,5.0,74.5,6.5,68.5,2
487,10.5,52.5,4.4,66.9,2
488,7.4,84.7,4.2,87.8,4
489,26.8,72.8,6.4,100.0,4
490,21.2,82.5,9.3,100.0,4
491,14.9,96.7,8.4,88.1,4
492,25.4,78.1,5.4,100.0,4
493,15.5,70.6,8.4,100.0,4
494,9.0,90.3,3.4,85.5,4
495,25.7,88.9,6.6,100.0,4
496,18.8,83.2,7.7,100.0,4
497,7.7,81.4,5.3,72.8,3
498,13.7,87.0,5.6,100.0,4
499,8.9,87.4,4.0,63.5,2
500,5.3,74.2,8.9,72.7,3
501,21.5,99.4,2.8,100.0,4
502,28.4,78.6,5.8,100.0,4
503,5.2,67.6,6.2,69.7,2
504,18.9,82.7,3.6,95.4,4
505,10.4,73.6,3.6,56.8,2
506,11.6,98.6,5.9,75.2,3
507,10.9,83.9,4.5,72.6,3
508,9.0,92.6,6.7,64.6,2
509,15.3,94.6,8.4,72.6,3
510,9.2,87.1,2.4,80.7,3
511,16.9,100.0,3.0,89.4,4
512,14.6,91.1,8.7,91.1,4
513,13.3,85.4,0.9,92.8,4
514,8.6,88.3,9.3,63.2,2
515,11.0,76.1,6.1,80.9,3
516,20.3,75.4,5.2,94.3,4
517,18.5,93.7,5.5,92.6,4
518,8.2,85.4,3.9,65.8,2
519,15.7,94.4,8.0,96.1,4
520,20.3,98.4,5.2,100.0,4
521,3.3,90.4,6.3,66.1,2
522,18.8,98.8,5.9,90.7,4
523,10.4,60.2,7.7,63.3,2
524,19.0,85.9,8.0,100.0,4
525,9.7,85.1,7.6,63.5,2
526,2.4,77.1,6.6,79.1,3
527,3.6,86.1,5.8,63.9,2
528,15.3,76.4,8.8,88.2,4
529,16.8,91.0,6.8,79.1,3
530,8.7,83.1,6.6,70.6,3
531,19.5,77.4,5.3,99.3,4
532,3.4,90.9,4.4,55.1,2
533,14.5,100.0,4.7,81.3,3
534,6.5,81.6,6.6,43.0,1
535,10.4,83.7,6.1,89.0,4
536,15.3,88.2,8.9,78.5,3
537,9.0,82.4,7.5,77.6,3
538,12.3,86.8,7.1,92.0,4
539,22.0,74.0,4.5,100.0,4
540,11.0,73.6,9.0,73.2,3
541,20.8,81.3,6.2,96.5,4
542,7.1,81.6,4.5,62.1,2
543,18.7,87.9,7.3,86.1,4
544,25.1,90.6,6.9,100.0,4
545,0.0,75.7,6.8,37.8,0
546,9.4,84.1,4.8,65.3,2
547,19.0,80.5,6.3,79.8,3
548,13.6,94.1,8.2,100.0,4
549,17.6,74.9,7.5,89.2,4
550,10.8,94.3,7.0,79.8,3
551,15.6,90.9,6.0,100.0,4
552,13.9,86.3,5.6,87.0,4
553,23.2,82.3,8.7,98.9,4
554,16.8,78.2,7.9,98.6,4
555,17.4,75.7,4.7,100.0,4
556,12.1,100.0,6.7,86.5,4
557,11.6,89.1,9.0,76.3,3
558,12.0,80.6,7.7,82.8,3
559,17.8,73.9,4.2,100.0,4
560,12.1,67.1,3.3,100.0,4
561,17.0,79.1,4.8,100.0,4
562,29.5,94.1,2.5,100.0,4
563,21.1,79.6,7.1,72.2,3
564,12.7,76.7,7.6,87.8,4
565,23.4,84.8,8.4,100.0,4
566,12.1,80.1,9.8,100.0,4
567,0.7,94.0,6.1,63.1,2
568,7.9,68.0,7.0,61.8,2
569,1.9,97.1,8.5,58.9,2
570,12.5,88.3,5.9,76.3,3
571,15.1,100.0,5.0,100.0,4
572,26.7,76.0,4.1,100.0,4
573,17.3,76.1,6.6,99.4,4
574,13.5,79.3,6.5,89.0,4
575,20.8,77.4,6.4,83.8,3
576,0.0,82.6,8.4,61.9,2
577,16.6,75.8,8.5,80.1,3
578,20.4,100.0,3.8,95.8,4
579,4.6,75.5,6.6,58.1,2
580,23.0,93.0,7.6,100.0,4
581,17.4,92.8,5.1,86.0,4
582,12.1,75.1,4.0,86.8,4
583,19.4,89.4,3.6,100.0,4
584,30.9,100.0,7.1,100.0,4
585,16.3,74.3,6.4,99.9,4
586,16.7,79.0,5.4,84.2,3
587,11.8,89.6,3.9,80.9,3
588,9.1,80.8,3.1,72.0,3
589,20.8,80.6,5.3,100.0,4
590,9.0,85.2,4.3,65.3,2
591,15.5,81.6,7.6,93.7,4
592,11.7,77.2,6.3,67.8,2
593,18.4,79.1,2.0,91.3,4
594,17.3,98.2,4.7,84.9,3
595,22.3,91.5,4.5,99.3,4
596,11.4,87.0,8.9,67.3,2
597,13.1,63.1,4.0,99.9,4
598,8.1,84.5,4.6,74.1,3
599,11.9,65.9,4.7,100.0,4
600,17.6,93.8,7.0,91.4,4
601,20.3,69.7,3.6,89.6,4
602,8.5,81.2,10.0,76.3,3
603,21.1,99.7,6.0,100.0,4
604,24.5,80.9,8.2,100.0,4
605,17.9,80.6,6.0,100.0,4
606,28.1,97.7,6.0,100.0,4
607,9.6,83.5,6.9,77.4,3
608,6.3,78.5,6.8,52.3,1
609,2.5,94.0,7.6,51.9,1
610,25.5,80.4,5.2,100.0,4
611,19.6,75.5,10.0,100.0,4
612,14.6,72.6,7.3,74.7,3
613,17.0,93.8,7.0,99.1,4
614,7.1,100.0,6.3,70.6,3
615,32.1,78.9,4.7,100.0,4
616,15.9,90.2,7.6,97.6,4
617,15.8,92.5,3.3,96.7,4
618,20.1,79.0,8.9,100.0,4
619,18.4,100.0,8.5,98.9,4
620,16.6,91.6,4.9,93.2,4
621,9.5,79.8,4.7,73.6,3
622,18.3,89.0,9.0,89.7,4
623,28.2,78.6,5.8,100.0,4
624,24.4,92.7,4.3,100.0,4
625,26.2,77.9,4.6,100.0,4
626,11.4,90.2,6.9,91.1,4
627,8.1,77.5,5.2,71.1,3
628,14.1,85.0,5.3,69.3,2
629,15.4,82.3,5.4,80.9,3
630,22.7,89.6,5.7,100.0,4
631,3.2,86.8,4.4,66.2,2
632,25.7,94.9,4.4,100.0,4
633,13.9,80.0,7.2,89.4,4
634,12.0,92.4,5.6,78.3,3
635,7.9,71.9,6.9,67.3,2
636,3.4,77.7,6.4,69.2,2
637,20.8,87.1,8.6,100.0,4
638,15.5,100.0,5.4,89.9,4
639,6.0,91.7,5.3,49.8,1
640,5.9,74.6,6.5,82.7,3
641,12.6,100.0,8.4,82.1,3
642,26.7,100.0,6.0,100.0,4
643,13.2,85.6,7.9,94.7,4
644,4.5,73.1,5.3,65.7,2
645,13.3,70.8,6.6,74.0,3
646,13.1,90.4,5.6,83.8,3
647,0.0,80.5,6.7,44.5,1
648,14.6,91.4,6.5,90.0,4
649,13.4,91.3,1.8,86.9,4
650,19.9,94.1,1.9,93.6,4
651,27.9,74.4,6.1,100.0,4
652,22.9,89.2,6.2,100.0,4
653,13.1,75.2,4.4,75.9,3
654,7.3,100.0,6.4,78.6,3
655,33.0,85.3,5.7,100.0,4
656,15.4,76.3,7.4,97.4,4
657,15.1,77.8,6.9,94.8,4
658,14.8,89.0,6.3,93.2,4
659,16.4,86.7,6.3,92.2,4
660,14.0,85.6,5.3,75.2,3
661,11.0,84.3,4.1,73.4,3
662,11.2,79.6,0.8,81.0,3
663,14.8,89.5,8.6,98.8,4
664,11.2,93.5,7.8,86.1,4
665,10.0,75.6,6.1,84.2,3
666,15.7,93.5,7.8,78.1,3
667,13.2,100.0,6.6,84.4,3
668,25.5,81.7,5.3,100.0,4
669,0.0,86.4,4.5,34.5,0
670,22.6,83.7,5.9,100.0,4
671,23.7,84.7,5.8,97.7,4
672,0.5,82.0,6.8,51.8,1
673,12.6,77.7,4.4,81.9,3
674,12.4,90.0,7.4,87.5,4
675,5.1,88.4,6.2,70.5,3
676,9.6,78.0,6.1,76.2,3
677,7.2,81.4,4.1,74.6,3
678,27.3,88.2,6.6,100.0,4
679,21.5,81.2,9.7,100.0,4
680,23.9,74.2,10.0,100.0,4
681,20.1,82.8,5.0,100.0,4
682,7.1,91.7,6.2,83.2,3
683,11.3,90.3,7.0,94.8,4
684,18.4,90.2,8.3,100.0,4
685,6.4,69.1,5.7,51.6,1
686,20.0,84.5,7.9,100.0,4
687,13.3,57.2,8.2,95.1,4
688,12.4,78.5,4.4,76.5,3
689,20.0,84.6,6.0,100.0,4
690,18.1,75.7,3.1,100.0,4
691,12.5,64.0,6.6,68.5,2
692,23.1,80.8,10.0,100.0,4
693,7.4,100.0,4.1,66.7,2
694,19.3,97.0,6.0,96.8,4
695,19.2,84.3,5.2,100.0,4
696,12.8,94.0,5.9,100.0,4
